application_id,candidate_id,role_id,job_title,status,ai_score,applied_at,matched_skills,missing_skills
594,594,9,Threat Intelligence Analyst,test_completed,71.8,2024-10-04T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
595,595,9,Threat Intelligence Analyst,test_completed,64.3,2024-10-20T00:00:00,"Threat Intelligence, Threat Hunting","STIX/TAXII, MITRE ATT&CK, IOC"
596,596,9,Threat Intelligence Analyst,test_completed,73.9,2024-10-21T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK","Threat Hunting, IOC"
597,597,9,Threat Intelligence Analyst,test_completed,74.0,2024-10-24T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, Threat Hunting, IOC",
598,598,9,Threat Intelligence Analyst,test_completed,69.6,2024-10-20T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
599,599,9,Threat Intelligence Analyst,test_completed,70.1,2024-10-25T00:00:00,"Threat Hunting, STIX/TAXII, MITRE ATT&CK, IOC",Threat Intelligence
600,600,9,Threat Intelligence Analyst,test_completed,66.2,2024-10-08T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
601,601,9,Threat Intelligence Analyst,test_completed,66.1,2024-11-14T00:00:00,"STIX/TAXII, Threat Intelligence, Threat Hunting","MITRE ATT&CK, IOC"
602,602,9,Threat Intelligence Analyst,test_completed,69.3,2024-10-20T00:00:00,"Threat Hunting, STIX/TAXII, Threat Intelligence, MITRE ATT&CK",IOC
603,603,9,Threat Intelligence Analyst,test_completed,67.3,2024-10-04T00:00:00,"Threat Hunting, STIX/TAXII, Threat Intelligence, MITRE ATT&CK",IOC
604,604,9,Threat Intelligence Analyst,test_completed,71.1,2024-10-21T00:00:00,"Threat Intelligence, MITRE ATT&CK","STIX/TAXII, Threat Hunting, IOC"
605,605,9,Threat Intelligence Analyst,test_completed,69.5,2024-11-11T00:00:00,Threat Intelligence,"Threat Hunting, STIX/TAXII, MITRE ATT&CK"
606,606,9,Threat Intelligence Analyst,test_completed,64.0,2024-11-05T00:00:00,"STIX/TAXII, MITRE ATT&CK, IOC","Threat Intelligence, Threat Hunting"
607,607,9,Threat Intelligence Analyst,not_eligible,56.7,2024-11-05T00:00:00,"STIX/TAXII, Threat Intelligence","Threat Hunting, MITRE ATT&CK, IOC"
608,608,9,Threat Intelligence Analyst,test_completed,64.1,2024-10-29T00:00:00,"Threat Hunting, STIX/TAXII, Threat Intelligence, MITRE ATT&CK",IOC
609,609,9,Threat Intelligence Analyst,not_eligible,56.5,2024-11-02T00:00:00,"STIX/TAXII, Threat Intelligence, MITRE ATT&CK, IOC",Threat Hunting
610,610,9,Threat Intelligence Analyst,not_eligible,57.7,2024-10-22T00:00:00,"STIX/TAXII, MITRE ATT&CK","Threat Intelligence, Threat Hunting, IOC"
611,611,10,Security Compliance Analyst,test_completed,91.2,2024-11-04T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
612,612,10,Security Compliance Analyst,test_completed,89.4,2024-10-26T00:00:00,"ISO 27001, Security Auditing, Compliance Management, NIST",Risk Assessment
613,613,10,Security Compliance Analyst,test_completed,90.4,2024-10-24T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
614,614,10,Security Compliance Analyst,test_completed,91.4,2024-11-02T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
615,615,10,Security Compliance Analyst,test_completed,89.5,2024-10-22T00:00:00,"ISO 27001, NIST","Risk Assessment, Security Auditing, Compliance Management"
616,616,10,Security Compliance Analyst,test_completed,76.6,2024-10-12T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
617,617,10,Security Compliance Analyst,test_completed,82.4,2024-10-02T00:00:00,"ISO 27001, Security Auditing, Compliance Management, NIST",Risk Assessment
618,618,10,Security Compliance Analyst,test_completed,83.6,2024-11-10T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
619,619,10,Security Compliance Analyst,test_completed,78.4,2024-11-09T00:00:00,"Risk Assessment, Security Auditing, Compliance Management, NIST",ISO 27001
620,620,10,Security Compliance Analyst,test_completed,81.3,2024-10-02T00:00:00,"ISO 27001, Security Auditing, Compliance Management","Risk Assessment, NIST"
621,621,10,Security Compliance Analyst,test_completed,81.2,2024-11-03T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
622,622,10,Security Compliance Analyst,test_completed,80.5,2024-10-11T00:00:00,"Risk Assessment, NIST, Compliance Management","ISO 27001, Security Auditing"
623,623,10,Security Compliance Analyst,test_completed,75.9,2024-10-26T00:00:00,"ISO 27001, NIST, Compliance Management, Risk Assessment",Security Auditing
624,624,10,Security Compliance Analyst,test_completed,83.1,2024-11-01T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
625,625,10,Security Compliance Analyst,test_completed,81.3,2024-10-21T00:00:00,"ISO 27001, NIST, Compliance Management, Risk Assessment",Security Auditing
626,626,10,Security Compliance Analyst,test_completed,74.3,2024-11-07T00:00:00,"Risk Assessment, Security Auditing","ISO 27001, NIST, Compliance Management"
627,627,10,Security Compliance Analyst,test_completed,77.2,2024-11-14T00:00:00,"ISO 27001, Security Auditing, Compliance Management, NIST",Risk Assessment
628,628,10,Security Compliance Analyst,test_completed,80.9,2024-10-23T00:00:00,"ISO 27001, Security Auditing, NIST, Risk Assessment",Compliance Management
629,629,10,Security Compliance Analyst,test_completed,83.8,2024-10-09T00:00:00,"Risk Assessment, Security Auditing, NIST","ISO 27001, Compliance Management"
630,630,10,Security Compliance Analyst,test_completed,83.5,2024-11-14T00:00:00,"ISO 27001, Security Auditing, Compliance Management, Risk Assessment",NIST
631,631,10,Security Compliance Analyst,test_completed,72.1,2024-11-08T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
632,632,10,Security Compliance Analyst,test_completed,67.1,2024-10-31T00:00:00,"ISO 27001, Compliance Management, Risk Assessment","Security Auditing, NIST"
633,633,10,Security Compliance Analyst,test_completed,67.5,2024-10-18T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
634,634,10,Security Compliance Analyst,test_completed,66.6,2024-10-13T00:00:00,"Risk Assessment, Security Auditing, NIST","ISO 27001, Compliance Management"
635,635,10,Security Compliance Analyst,test_completed,67.4,2024-11-10T00:00:00,"ISO 27001, NIST, Compliance Management, Risk Assessment",Security Auditing
636,636,10,Security Compliance Analyst,test_completed,67.5,2024-11-07T00:00:00,"ISO 27001, NIST, Compliance Management, Risk Assessment",Security Auditing
637,637,10,Security Compliance Analyst,test_completed,73.0,2024-10-03T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
638,638,10,Security Compliance Analyst,test_completed,70.0,2024-10-14T00:00:00,"ISO 27001, Security Auditing, NIST, Risk Assessment",Compliance Management
639,639,10,Security Compliance Analyst,test_completed,67.1,2024-10-22T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
640,640,10,Security Compliance Analyst,test_completed,72.6,2024-11-03T00:00:00,"ISO 27001, Security Auditing, Compliance Management","Risk Assessment, NIST"
641,641,10,Security Compliance Analyst,test_completed,66.2,2024-11-11T00:00:00,"ISO 27001, Security Auditing","Risk Assessment, NIST, Compliance Management"
642,642,10,Security Compliance Analyst,test_completed,72.4,2024-10-22T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
643,643,10,Security Compliance Analyst,test_completed,65.4,2024-11-07T00:00:00,"ISO 27001, Security Auditing, Risk Assessment","NIST, Compliance Management"
644,644,10,Security Compliance Analyst,test_completed,71.6,2024-11-08T00:00:00,"ISO 27001, Security Auditing, Compliance Management, NIST",Risk Assessment
645,645,10,Security Compliance Analyst,test_completed,71.6,2024-10-23T00:00:00,"NIST, Compliance Management","ISO 27001, Security Auditing, Risk Assessment"
646,646,10,Security Compliance Analyst,test_completed,66.6,2024-11-08T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
647,647,10,Security Compliance Analyst,test_completed,71.5,2024-11-07T00:00:00,"ISO 27001, Security Auditing, Compliance Management, Risk Assessment",NIST
648,648,10,Security Compliance Analyst,test_completed,73.1,2024-10-17T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
649,649,10,Security Compliance Analyst,test_completed,65.8,2024-11-14T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
650,650,10,Security Compliance Analyst,test_completed,68.7,2024-10-27T00:00:00,"ISO 27001, Security Auditing, NIST","Risk Assessment, Compliance Management"
651,651,10,Security Compliance Analyst,test_completed,67.3,2024-10-24T00:00:00,Security Auditing,"ISO 27001, NIST, Compliance Management"
652,652,10,Security Compliance Analyst,test_completed,65.0,2024-10-03T00:00:00,"ISO 27001, Security Auditing, Compliance Management, NIST",Risk Assessment
653,653,10,Security Compliance Analyst,test_completed,69.1,2024-10-27T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
654,654,10,Security Compliance Analyst,test_completed,74.4,2024-10-15T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
655,655,10,Security Compliance Analyst,test_completed,71.8,2024-10-18T00:00:00,"ISO 27001, Security Auditing, Compliance Management","Risk Assessment, NIST"
656,656,10,Security Compliance Analyst,test_completed,67.7,2024-10-17T00:00:00,"ISO 27001, Security Auditing, Compliance Management, NIST",Risk Assessment
657,657,10,Security Compliance Analyst,test_completed,72.6,2024-10-19T00:00:00,"ISO 27001, Security Auditing, Compliance Management, Risk Assessment",NIST
658,658,10,Security Compliance Analyst,test_completed,66.3,2024-10-19T00:00:00,"Risk Assessment, Security Auditing, Compliance Management, NIST",ISO 27001
659,659,10,Security Compliance Analyst,test_completed,66.2,2024-11-11T00:00:00,"ISO 27001, Security Auditing, Risk Assessment","NIST, Compliance Management"
660,660,10,Security Compliance Analyst,test_completed,66.8,2024-10-31T00:00:00,"ISO 27001, Security Auditing, NIST, Compliance Management, Risk Assessment",
661,661,11,Application Security Engineer,test_completed,87.4,2024-11-06T00:00:00,"Code Review, DevSecOps","OWASP, WAF, API Security"
662,662,11,Application Security Engineer,test_completed,90.0,2024-11-14T00:00:00,"Code Review, OWASP, WAF","DevSecOps, API Security"
663,663,11,Application Security Engineer,test_completed,90.9,2024-10-04T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
664,664,11,Application Security Engineer,test_completed,92,2024-10-20T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
665,665,11,Application Security Engineer,test_completed,90.3,2024-10-23T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
666,666,11,Application Security Engineer,test_completed,76.6,2024-11-01T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
667,667,11,Application Security Engineer,test_completed,76.3,2024-11-14T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
668,668,11,Application Security Engineer,test_completed,75.4,2024-10-27T00:00:00,API Security,"Code Review, WAF, OWASP"
669,669,11,Application Security Engineer,test_completed,74.8,2024-10-18T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
670,670,11,Application Security Engineer,test_completed,82.9,2024-10-30T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
671,671,11,Application Security Engineer,test_completed,78.1,2024-11-07T00:00:00,"Code Review, DevSecOps, WAF","OWASP, API Security"
672,672,11,Application Security Engineer,test_completed,76.1,2024-10-16T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
673,673,11,Application Security Engineer,test_completed,76.1,2024-11-03T00:00:00,"Code Review, OWASP, WAF","DevSecOps, API Security"
674,674,11,Application Security Engineer,test_completed,83.2,2024-10-12T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
675,675,11,Application Security Engineer,test_completed,83.8,2024-10-22T00:00:00,"Code Review, OWASP, WAF","DevSecOps, API Security"
676,676,11,Application Security Engineer,test_completed,77.1,2024-11-08T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
677,677,11,Application Security Engineer,test_completed,76.1,2024-11-10T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
678,678,11,Application Security Engineer,test_completed,81.5,2024-10-22T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
679,679,11,Application Security Engineer,test_completed,79.9,2024-11-12T00:00:00,"Code Review, DevSecOps, WAF","OWASP, API Security"
680,680,11,Application Security Engineer,test_completed,79.2,2024-10-22T00:00:00,"Code Review, DevSecOps","OWASP, WAF, API Security"
681,681,11,Application Security Engineer,test_completed,71.2,2024-11-14T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
682,682,11,Application Security Engineer,test_completed,73.9,2024-11-06T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
683,683,11,Application Security Engineer,test_completed,70.9,2024-10-04T00:00:00,WAF,"Code Review, OWASP, DevSecOps"
684,684,11,Application Security Engineer,test_completed,70.6,2024-10-19T00:00:00,"WAF, OWASP, DevSecOps, API Security",Code Review
685,685,11,Application Security Engineer,test_completed,68.3,2024-10-15T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
686,686,11,Application Security Engineer,test_completed,70.3,2024-10-27T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
687,687,11,Application Security Engineer,test_completed,71.8,2024-10-25T00:00:00,DevSecOps,"Code Review, OWASP, WAF"
688,688,11,Application Security Engineer,test_completed,71.6,2024-11-07T00:00:00,OWASP,"Code Review, DevSecOps, WAF"
689,689,11,Application Security Engineer,test_completed,69.8,2024-10-10T00:00:00,"Code Review, DevSecOps, WAF","OWASP, API Security"
690,690,11,Application Security Engineer,test_completed,74.1,2024-10-27T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
691,691,11,Application Security Engineer,test_completed,71.6,2024-10-02T00:00:00,"Code Review, DevSecOps, WAF","OWASP, API Security"
692,692,11,Application Security Engineer,test_completed,72.9,2024-11-04T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
693,693,11,Application Security Engineer,test_completed,69.1,2024-10-10T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
694,694,11,Application Security Engineer,test_completed,67.5,2024-11-07T00:00:00,"OWASP, DevSecOps, Code Review, WAF, API Security",
695,695,11,Application Security Engineer,test_completed,70.0,2024-11-01T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
696,696,11,Application Security Engineer,test_completed,66.2,2024-10-18T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
697,697,11,Application Security Engineer,test_completed,67.2,2024-11-12T00:00:00,"WAF, OWASP, DevSecOps, API Security",Code Review
698,698,11,Application Security Engineer,test_completed,66.5,2024-10-17T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
699,699,11,Application Security Engineer,test_completed,72.9,2024-10-31T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
700,700,11,Application Security Engineer,test_completed,72.1,2024-10-11T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
701,701,11,Application Security Engineer,test_completed,71.3,2024-10-28T00:00:00,"Code Review, DevSecOps","OWASP, WAF, API Security"
702,702,11,Application Security Engineer,test_completed,73.5,2024-11-02T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
703,703,11,Application Security Engineer,test_completed,71.8,2024-10-26T00:00:00,"OWASP, DevSecOps, Code Review, WAF, API Security",
704,704,11,Application Security Engineer,test_completed,73.4,2024-10-21T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
705,705,11,Application Security Engineer,test_completed,70.1,2024-10-06T00:00:00,"Code Review, WAF","OWASP, DevSecOps, API Security"
706,706,11,Application Security Engineer,test_completed,72.2,2024-11-14T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
707,707,11,Application Security Engineer,test_completed,73.3,2024-10-10T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
708,708,11,Application Security Engineer,test_completed,67.9,2024-10-31T00:00:00,DevSecOps,"Code Review, OWASP, WAF"
709,709,11,Application Security Engineer,test_completed,72.0,2024-10-29T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
710,710,11,Application Security Engineer,test_completed,72.9,2024-10-09T00:00:00,OWASP,"Code Review, DevSecOps, WAF"
711,711,11,Application Security Engineer,not_eligible,57.6,2024-10-04T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
712,712,11,Application Security Engineer,not_eligible,59.1,2024-11-14T00:00:00,"Code Review, OWASP, DevSecOps","WAF, API Security"
713,713,11,Application Security Engineer,not_eligible,61.5,2024-10-23T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
714,714,11,Application Security Engineer,not_eligible,60.4,2024-10-27T00:00:00,"Code Review, WAF, OWASP, DevSecOps",API Security
715,715,11,Application Security Engineer,not_eligible,63.5,2024-10-21T00:00:00,"Code Review, OWASP","DevSecOps, WAF, API Security"
716,716,12,Network Security Engineer,test_completed,85.7,2024-10-18T00:00:00,"Firewall Management, VPN","Network Segmentation, IDS/IPS, Network Security"
717,717,12,Network Security Engineer,test_completed,87.4,2024-11-08T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management","Network Security, VPN"
718,718,12,Network Security Engineer,test_completed,85.4,2024-10-27T00:00:00,"IDS/IPS, Firewall Management, VPN","Network Segmentation, Network Security"
719,719,12,Network Security Engineer,test_completed,88.5,2024-10-05T00:00:00,"Network Segmentation, IDS/IPS, Network Security","Firewall Management, VPN"
720,720,12,Network Security Engineer,test_completed,90.3,2024-10-09T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
721,721,12,Network Security Engineer,test_completed,78.2,2024-11-07T00:00:00,"Network Segmentation, IDS/IPS, Network Security, VPN",Firewall Management
722,722,12,Network Security Engineer,test_completed,79.4,2024-10-01T00:00:00,"IDS/IPS, Firewall Management","Network Segmentation, Network Security, VPN"
723,723,12,Network Security Engineer,test_completed,81.7,2024-10-11T00:00:00,"Network Segmentation, IDS/IPS, VPN","Firewall Management, Network Security"
724,724,12,Network Security Engineer,test_completed,81.6,2024-10-22T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
725,725,12,Network Security Engineer,test_completed,81.6,2024-11-13T00:00:00,"Network Segmentation, VPN, IDS/IPS, Firewall Management, Network Security",
726,726,12,Network Security Engineer,test_completed,83.1,2024-11-04T00:00:00,"IDS/IPS, Firewall Management, VPN","Network Segmentation, Network Security"
727,727,12,Network Security Engineer,test_completed,77.4,2024-10-09T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, Network Security",VPN
728,728,12,Network Security Engineer,test_completed,75.5,2024-10-30T00:00:00,"Network Segmentation, IDS/IPS, VPN","Firewall Management, Network Security"
729,729,12,Network Security Engineer,test_completed,78.0,2024-10-12T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
730,730,12,Network Security Engineer,test_completed,80.7,2024-10-22T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
731,731,12,Network Security Engineer,test_completed,77.7,2024-10-23T00:00:00,"Network Segmentation, Firewall Management, VPN","IDS/IPS, Network Security"
732,732,12,Network Security Engineer,test_completed,80.2,2024-10-10T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
733,733,12,Network Security Engineer,test_completed,83.6,2024-11-06T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
734,734,12,Network Security Engineer,test_completed,75.8,2024-10-06T00:00:00,"Network Segmentation, Firewall Management","IDS/IPS, Network Security, VPN"
735,735,12,Network Security Engineer,test_completed,78.5,2024-10-10T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
736,736,12,Network Security Engineer,test_completed,67.2,2024-11-12T00:00:00,"Network Segmentation, VPN","IDS/IPS, Firewall Management, Network Security"
737,737,12,Network Security Engineer,test_completed,69.0,2024-10-19T00:00:00,"Network Segmentation, IDS/IPS, VPN","Firewall Management, Network Security"
738,738,12,Network Security Engineer,test_completed,73.0,2024-10-29T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management","Network Security, VPN"
739,739,12,Network Security Engineer,test_completed,73.7,2024-10-22T00:00:00,"Network Segmentation, Firewall Management, VPN","IDS/IPS, Network Security"
740,740,12,Network Security Engineer,test_completed,68.2,2024-10-08T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
741,741,12,Network Security Engineer,test_completed,69.1,2024-10-12T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
742,742,12,Network Security Engineer,test_completed,70.5,2024-10-27T00:00:00,"Firewall Management, VPN","Network Segmentation, IDS/IPS, Network Security"
743,743,12,Network Security Engineer,test_completed,70.2,2024-11-09T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
744,744,12,Network Security Engineer,test_completed,65.5,2024-11-13T00:00:00,VPN,"Network Segmentation, IDS/IPS, Firewall Management"
745,745,12,Network Security Engineer,test_completed,68.8,2024-11-07T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
746,746,12,Network Security Engineer,test_completed,71.3,2024-10-25T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management","Network Security, VPN"
747,747,12,Network Security Engineer,test_completed,69.6,2024-11-15T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
748,748,12,Network Security Engineer,test_completed,70.9,2024-10-17T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
749,749,12,Network Security Engineer,test_completed,72.7,2024-10-10T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, Network Security",VPN
750,750,12,Network Security Engineer,test_completed,73.9,2024-10-26T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
751,751,12,Network Security Engineer,test_completed,73.1,2024-11-09T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
752,752,12,Network Security Engineer,test_completed,67.2,2024-11-16T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
753,753,12,Network Security Engineer,test_completed,65.9,2024-11-12T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
754,754,12,Network Security Engineer,test_completed,68.3,2024-11-13T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
755,755,12,Network Security Engineer,test_completed,67.0,2024-10-25T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
756,756,12,Network Security Engineer,test_completed,69.0,2024-10-23T00:00:00,"Network Segmentation, Firewall Management, VPN","IDS/IPS, Network Security"
757,757,12,Network Security Engineer,test_completed,69.6,2024-10-03T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
758,758,12,Network Security Engineer,test_completed,67.6,2024-11-06T00:00:00,"Network Segmentation, VPN","IDS/IPS, Firewall Management, Network Security"
759,759,12,Network Security Engineer,test_completed,73.1,2024-11-07T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
760,760,12,Network Security Engineer,test_completed,68.2,2024-10-11T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
761,761,12,Network Security Engineer,test_completed,71.2,2024-10-22T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, Network Security",VPN
762,762,12,Network Security Engineer,test_completed,71.6,2024-10-18T00:00:00,"Network Segmentation, IDS/IPS, VPN","Firewall Management, Network Security"
763,763,12,Network Security Engineer,test_completed,73.2,2024-10-13T00:00:00,"Network Segmentation, Network Security, VPN","IDS/IPS, Firewall Management"
764,764,12,Network Security Engineer,test_completed,65.0,2024-10-14T00:00:00,"Network Segmentation, IDS/IPS","Firewall Management, Network Security, VPN"
765,765,12,Network Security Engineer,test_completed,73.7,2024-11-11T00:00:00,"Network Segmentation, VPN, IDS/IPS, Firewall Management, Network Security",
766,766,12,Network Security Engineer,not_eligible,58.5,2024-11-10T00:00:00,"IDS/IPS, Firewall Management, VPN","Network Segmentation, Network Security"
767,767,12,Network Security Engineer,not_eligible,56.7,2024-10-15T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
768,768,12,Network Security Engineer,not_eligible,57.1,2024-10-04T00:00:00,"Network Segmentation, IDS/IPS, VPN","Firewall Management, Network Security"
769,769,12,Network Security Engineer,not_eligible,59.0,2024-10-21T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
770,770,12,Network Security Engineer,not_eligible,58.5,2024-10-25T00:00:00,"IDS/IPS, Network Security, VPN","Network Segmentation, Firewall Management"
771,771,12,Network Security Engineer,not_eligible,61.9,2024-11-01T00:00:00,"Network Segmentation, IDS/IPS","Firewall Management, Network Security, VPN"
772,772,12,Network Security Engineer,not_eligible,58.4,2024-11-03T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management","Network Security, VPN"
773,773,12,Network Security Engineer,not_eligible,60.1,2024-11-06T00:00:00,"Network Segmentation, IDS/IPS, Firewall Management, VPN",Network Security
774,774,12,Network Security Engineer,not_eligible,60.7,2024-10-05T00:00:00,"IDS/IPS, Firewall Management, VPN","Network Segmentation, Network Security"
775,775,12,Network Security Engineer,not_eligible,61.5,2024-11-16T00:00:00,"Network Segmentation, VPN, IDS/IPS, Firewall Management, Network Security",
776,776,13,Malware Analyst,test_completed,85.7,2024-11-01T00:00:00,"Malware Analysis, Binary Analysis, Python","Reverse Engineering, Digital Forensics"
777,777,13,Malware Analyst,test_completed,92,2024-10-30T00:00:00,"Digital Forensics, Malware Analysis, Python, Binary Analysis, Reverse Engineering",
778,778,13,Malware Analyst,test_completed,86.7,2024-11-09T00:00:00,"Digital Forensics, Malware Analysis, Binary Analysis, Python",Reverse Engineering
779,779,13,Malware Analyst,test_completed,90.3,2024-10-12T00:00:00,"Digital Forensics, Binary Analysis, Python","Reverse Engineering, Malware Analysis"
780,780,13,Malware Analyst,test_completed,87.2,2024-10-30T00:00:00,"Digital Forensics, Malware Analysis, Binary Analysis, Python",Reverse Engineering
781,781,13,Malware Analyst,test_completed,85.2,2024-10-21T00:00:00,"Digital Forensics, Malware Analysis, Python, Binary Analysis, Reverse Engineering",
782,782,13,Malware Analyst,test_completed,83.2,2024-10-07T00:00:00,"Reverse Engineering, Malware Analysis, Binary Analysis, Python",Digital Forensics
783,783,13,Malware Analyst,test_completed,76.0,2024-10-07T00:00:00,"Digital Forensics, Malware Analysis, Binary Analysis, Python",Reverse Engineering
784,784,13,Malware Analyst,test_completed,76.5,2024-10-12T00:00:00,"Malware Analysis, Binary Analysis, Python","Reverse Engineering, Digital Forensics"
785,785,13,Malware Analyst,test_completed,76.5,2024-11-10T00:00:00,"Reverse Engineering, Digital Forensics, Binary Analysis, Python",Malware Analysis
786,786,13,Malware Analyst,test_completed,81.2,2024-10-08T00:00:00,"Reverse Engineering, Digital Forensics, Malware Analysis, Python",Binary Analysis
787,787,13,Malware Analyst,test_completed,76.6,2024-11-07T00:00:00,"Digital Forensics, Malware Analysis, Python, Binary Analysis, Reverse Engineering",
788,788,13,Malware Analyst,test_completed,75.1,2024-10-18T00:00:00,"Reverse Engineering, Digital Forensics, Malware Analysis, Python",Binary Analysis
789,789,13,Malware Analyst,test_completed,82.6,2024-11-15T00:00:00,"Reverse Engineering, Malware Analysis, Binary Analysis, Python",Digital Forensics
790,790,13,Malware Analyst,test_completed,77.5,2024-11-14T00:00:00,"Reverse Engineering, Malware Analysis, Binary Analysis","Digital Forensics, Python"
